coding	meaning
1140855304	salbuvent 2mg tablet
1140855308	salbuvent 2mg/5ml syrup
1140855320	isoetharine hydrochloride
1140855322	numotac 10mg m/r tablet
1140855328	aleudrin 20mg tablet
1140855330	aleudrin 1% spray for nebuliser
1140855332	iso-autohaler 80micrograms inhaler
1140855358	theodrox tablet
1140855360	sabidal sr-270 424mg m/r tablet
1140855366	pro-vent 300mg m/r capsule
1140855372	asmaven 100micrograms inhaler
1140855374	cobutolin 100micrograms inhaler
1140855376	aerolin-400 100micrograms inhaler
1140855380	salbuvent 100micrograms inhaler
1140855384	salbuvent 5mg/ml respirator solution
1140855390	monovent 5mg tablet
1140855400	bronchodil 20mg tablet
1140855424	theograd 350mg m/r tablet
1140855426	biophylline 350mg m/r tablet
1140855442	adrenaline+atropine compound spray
1140855466	bextasol 100micrograms inhaler
1140855496	alupent expectorant 20mg tablet
1140855500	asma-vydrin spray
1140855504	bricanyl compound tablet
1140855506	bricanyl expectorant elixir
1140855508	bronchilator inhaler
1140855518	cam mixture
1140855520	duo-autohaler inhaler
1140855524	iso-brovon pressurised inhaler
1140855528	medihaler duo inhaler
1140855530	nethaprin dospan m/r tablet
1140855534	rybar no-1 inhaler
1140855536	rybar no-2 inhaler
1140855538	taumasthman tablet
1140855540	tedral tablet
1140855542	tedral elixir
1140855556	alunex 4mg tablet
1140855562	benadryl 25mg capsule
1140855568	histryl spansule 5mg m/r capsule
1140855624	lergoban 5mg m/r tablet
1140855642	anthisan 50mg tablet
1140855650	actidil 2.5mg tablet
1140855694	oxygen gas
1140855698	tyloxapol
1140855700	squill opiate pastille
1140855704	copholcoids pastille
1140855706	davenol linctus
1140855708	extil compound linctus
1140855710	lotussin linctus
1140855714	nethaprin expectorant syrup
1140855716	noradran syrup
1140855718	organidin 60mg/5ml elixir
1140855720	pavacol-d mixture
1140855722	phenergan comp expect linctus
1140855724	pholcomed linctus
1140855726	pholcomed pastille
1140855728	pholcomed-d linctus
1140855736	pholtex mixture
1140855738	rubelix elixir
1140855740	tercoda elixir
1140855742	tercolix elixir
1140855748	benylin decongestant syrup
1140855752	alevaire 1.25mg/ml solution
1140855758	bromhexine hydrochloride
1140855760	bisolvon 8mg tablet
1140855776	mucolex 375mg tablet
1140855780	dextromethorphan hydrobromide
1140855782	cosylan 13.5mg/5ml syrup
1140855792	dimyril 40mg/5ml linctus
1140855796	noscapine
1140855800	dia-tuss 10mg/5ml syrup
1140855802	ammonium chloride+morphine mixture
1140855808	triogesic elixir
1140855810	triominic syrup
1140855816	congesteze 120mg/1mg tablet
1140855824	dichloralphenazone
1140855832	atensine 2mg tablet
1140855838	evacalm 2mg tablet
1140855842	solis 2mg capsule
1140855856	valium 10mg suppository
1140855860	ketazolam
1140855862	anxon 15mg capsule
1140855870	almazine 1mg tablet
1140855878	tenavoid tablet
1140855886	paxane 15mg capsule
1140855890	dormonoct 1mg tablet
1140855892	noctamid 500micrograms tablet
1140855896	nitrados 5mg tablet
1140855898	noctesed 5mg tablet
1140855900	somnite 5mg tablet
1140855902	surem 5mg capsule
1140855904	unisomnia 5mg tablet
1140855914	triazolam
1140855920	halcion 125micrograms tablet
1140855930	alupram 2mg tablet
1140855938	oxanid 10mg tablet
1140855944	prazepam
1140855946	centrax 10mg tablet
1140855960	fortunan 500micrograms tablet
1140855976	veractil 25mg tablet
1140855978	integrin 10mg capsule
1140856004	moditen enanthate 25mg/ml injection
1140856008	amytal 15mg tablet
1140856016	phanodorm 200mg tablet
1140856018	sodium amytal 60mg tablet
1140856040	methyprylone
1140856042	noludar 200mg tablet
1140856046	dozine 25mg/5ml syrup
1140856052	chlorprothixene
1140856054	taractan 15mg tablet
1140856074	butriptyline
1140856076	evadyne 25mg tablet
1140856092	pacitron 500mg tablet
1140856108	villescon tablet
1140856114	durophet 7.5mg m/r capsule
1140856130	nilstim 400mg tablet
1140856144	praminil 10mg tablet
1140856174	iproniazid
1140856176	marsilid 25mg tablet
1140856186	limbitrol 10 capsule
1140856192	prefil 80% granules
1140856198	teronac 2mg tablet
1140856212	paynocil 600mg tablet
1140856214	solprin 300mg dispersible tablet
1140856220	levius 500mg m/r tablet
1140856224	palaprin forte 600mg tablet
1140856234	calpol six plus 250mg/5ml suspension
1140856238	panadol 500mg capsule
1140856240	panadol 500mg tablet
1140856242	panadol 500mg soluble tablet
1140856244	panasorb 500mg tablet
1140856246	salzone 120mg/5ml syrup
1140856248	panaleve 120mg/5ml elixir
1140856268	meclozine hydrochloride
1140856270	ancoloxin tablet
1140856274	metox 10mg tablet
1140856276	metramid 10mg tablet
1140856296	thiethylperazine
1140856298	torecan 6.33mg tablet
1140856310	aspergum 227mg chewing gum
1140856312	claradin 300mg tablet
1140856314	laboprin 300mg tablet
1140856332	antoin dispersible tablet
1140856334	cafadol tablet
1140856336	codis dispersible tablet
1140856338	delimon tablet
1140856340	solpadeine forte dispersible tablet
1140856342	syndol tablet
1140856344	trancoprin tablet
1140856346	unigesic capsule
1140856348	veganin tablet
1140856354	opium 10mg/ml tincture
1140856356	duromorph 64mg/1ml m/r injection
1140856358	nepenthe 8.4mg/ml elixir
1140856360	nepenthe 4.2mg/0.5ml injection
1140856386	temgesic 600micrograms/2ml injection
1140856390	palfium 5mg/1ml injection
1140856392	femerital tablet
1140856394	hypon tablet
1140856396	formulix 12mg/5ml elixir
1140856398	calpol extra tablet
1140856402	medised tablet
1140856404	medised original suspension
1140856406	medocodeine tablet
1140856408	myolgin dispersible tablet
1140856410	neurodyne capsule
1140856412	norgesic tablet
1140856414	paedo-sed syrup
1140856416	panadeine tablet
1140856418	panadeine forte tablet
1140856420	panadeine soluble tablet
1140856422	paradeine tablet
1140856424	parahypon tablet
1140856426	parake tablet
1140856428	paramol 10/500mg tablet
1140856430	pardale tablet
1140856432	paxalgesic tablet
1140856434	pharmidone tablet
1140856436	propain tablet
1140856438	safapryn tablet
1140856440	safapryn-co tablet
1140856442	solpadeine soluble effervescent tablet
1140856448	palfium 10mg/1ml injection
1140856454	df118 30mg tablet
1140856456	df118 10mg/5ml elixir
1140856458	df118 50mg/1ml injection
1140856462	dromoran 1.5mg tablet
1140856464	dromoran [cns] 2mg/1ml injection
1140856468	beclamide
1140856470	nydrane 500mg tablet
1140856484	luminal 15mg tablet
1140856506	stesolid 5mg/2.5ml rectal solution
1140856532	pethilorfan 50mg/1ml injection
1140856542	dihydroergotamine mesylate
1140856544	dihydergot 1mg tablet
1140856568	acetazolamide [ep] 250mg tablets
1140856586	mantadine 100mg capsule
1140856602	benethamine penicillin
1140856604	triplopen injection
1140856606	benzathine penicillin
1140856608	penidural 229mg/5ml suspension
1140856610	penidural 115mg/ml paediatric drops
1140856612	penidural-la 2.29g/10ml injection
1140856618	phenethicillin
1140856620	broxil 250mg capsule
1140856622	broxil 125mg/5ml syrup
1140856636	distaquaine v-k 125mg tablet
1140856638	distaquaine v-k 62.5mg/5ml syrup
1140856640	distaquaine v-k 125mg/5ml syrup
1140856642	distaquaine 250mg/5ml syrup
1140856644	econocil vk 250mg capsule
1140856646	econocil vk 125mg tablet
1140856664	bentex 2mg tablet
1140856670	disipal 40mg/2ml injection
1140856690	crystapen 300mg injection
1140856692	crystapen 3g injection
1140856694	crystapen 6g injection
1140856696	crystapen 12mg intrathecal injection
1140856704	econocil vk 250mg tablet
1140856706	stabillin v-k 62.5mg/5ml syrup
1140856708	v-cil-k 250mg capsule
1140856710	v-cil-k 125mg tablet
1140856712	v-cil-k 250mg tablet
1140856714	v-cil-k paediatric 62.5mg/5ml syrup
1140856716	v-cil-k paediatric 125mg/5ml syrup
1140856718	v-cil-k 250mg/5ml syrup
1140856722	depocillin 3g injection
1140856724	ampilar 125mg/5ml syrup
1140856726	ampilar 250mg/5ml syrup
1140856728	britcin 250mg capsule
1140856730	britcin 500mg capsule
1140856732	penbritin 125mg tablet
1140856734	vidopen 125mg/5ml syrup
1140856736	vidopen 250mg/5ml syrup
1140856740	dicapen 750mg injection
1140856742	dicapen 1.5g injection
1140856744	dicapen 3g injection
1140856746	unasyn 750mg/10ml injection
1140856748	unasyn 375mg tablet
1140856750	sultamicillin 375mg tablet
1140856752	sulbactam ampicillin 750mg injection
1140856754	ciclacillin
1140856756	calthor 250mg tablet
1140856758	calthor 500mg tablet
1140856760	calthor 125mg/5ml suspension
1140856762	calthor 250mg/5ml suspension
1140856772	mezlocillin
1140856774	baypen 500mg injection
1140856778	orbenin 125mg/5ml syrup
1140856780	orbenin 1g injection
1140856784	staphlipen 250mg capsule
1140856786	staphlipen 500mg capsule
1140856788	staphlipen 250mg injection
1140856790	staphlipen 500mg injection (pdr for recon)
1140856792	staphlipen 1g injection
1140856796	celbenin 1g injection
1140856802	temopen 500mg injection (pdr for recon)
1140856804	amoxidin 250mg capsule
1140856806	amoxidin 500mg capsule
1140856808	amoxil 125mg/5ml syrup
1140856812	almodan 250mg injection
1140856814	almodan 500mg injection
1140856820	amfipen 250mg injection
1140856822	amfipen 500mg injection
1140856824	ampilar 250mg capsule
1140856826	ampilar 500mg capsule
1140856832	baypen 1g injection
1140856834	baypen 2g injection
1140856836	baypen 5g infusion
1140856838	baypen 5g injection
1140856858	keflex-c 125mg chewable tablet
1140856860	keflex-c 250mg chewable tablet
1140856862	cephalothin
1140856864	keflin 1g injection
1140856868	kefadol 500mg injection
1140856870	kefadol 2g injection
1140856878	moxalactam 500mg injection
1140856880	moxalactam 1g injection
1140856882	moxalactam 2g injection
1140856890	azactam 2g infusion
1140856898	achromycin 25g powder
1140856900	achromycin v 250mg capsule
1140856902	achromycin v 125mg/5ml syrup
1140856904	pondocillin 175mg/sachet granules
1140856906	miraxid paediatric sachet
1140856908	pondocillin plus tablet
1140856916	talpen 250mg tablet
1140856918	talpen 125mg/5ml syrup
1140856926	galenamox 125mg/5ml suspension
1140856928	galenamox 250mg/5ml suspension
1140856932	ticar 3g injection
1140856934	timentin 800mg injection
1140856940	mecillinam
1140856942	selexidin 200mg injection
1140856944	selexidin 400mg injection
1140856952	selexid 200mg tablet
1140856954	selexid 100mg/sachet suspension
1140856960	tetrex 250mg capsule
1140856964	achromycin 125mg/5ml syrup
1140856966	aureomycin 250mg capsule
1140856974	clomocycline sodium
1140856976	megaclor 170mg capsule
1140856980	cidomycin 160mg/2ml injection
1140856984	genticin 20mg/2ml paediatric injection
1140856990	lugacin 80mg/2ml injection
1140856992	soframycin 250mg tablet
1140857000	kannasyn 1g/4ml injection
1140857006	arpimycin 125mg/5ml s/f suspension
1140857008	arpimycin 250mg/5ml s/f suspension
1140857010	arpimycin 500mg/5ml s/f suspension
1140857012	erythrolar 250mg tablet
1140857014	erythrolar 500mg tablet
1140857016	erythrolar 250mg/5ml suspension
1140857022	ilotycin 250mg tablet
1140857024	erymax sprinkle 125mg capsule
1140857032	ledermycin 300mg tablet
1140857036	doxatet 100mg tablet
1140857038	vibramycin 50mg/5ml syrup
1140857044	tetralysal 204mg capsule
1140857050	chemocycline 250mg tablet
1140857052	chemocycline 125mg/5ml syrup
1140857054	galenomycin 250mg tablet
1140857056	unimycin 250mg capsule
1140857060	chymocyclar capsule
1140857062	mysteclin capsule
1140857064	mysteclin syrup
1140857092	lincomycin
1140857094	lincocin 500mg capsule
1140857096	lincocin 250mg/5ml syrup
1140857106	chloromycetin powder 5g
1140857108	streptotriad tablet
1140857110	sulphatriad tablet
1140857112	sulphadimethoxine
1140857114	madribon 500mg tablet
1140857120	sulphadimidine 500mg/5ml paediatric suspension
1140857124	sulphafurazole
1140857126	gantrisin 500mg tablet
1140857128	gantrisin 500mg/5ml syrup
1140857134	sulphaguanidine
1140857138	sulphaurea
1140857140	uromide tablet
1140857146	ipral 50mg/5ml paediatric s/f suspension
1140857148	syraprim 100mg tablet
1140857150	syraprim 300mg tablet
1140857152	syraprim 100mg/5ml injection
1140857158	mynah 200mg tablet
1140857160	chloramphenicol powder 5g
1140857162	aerosporin 500,000units injection
1140857166	polymyxin b 500,000units injection
1140857180	bactrim paediatric 120mg tablet
1140857182	bactrim 960mg/3ml intramuscular injection
1140857184	bactrim 480mg/5ml intravenous infusion
1140857186	comox 480mg tablet
1140857188	comox 480mg dispersible tablet
1140857190	comox forte 960mg tablet
1140857192	comox 240mg/5ml paediatric suspension
1140857194	laratrim 480mg tablet
1140857196	septrin paediatric 120mg dispersible tablet
1140857198	septrin 960mg/3ml intramuscular injection
1140857200	calcium sulphaloxate
1140857202	enteromide 500mg tablet
1140857206	phthalylsulphathiazole
1140857208	thalazole 500mg tablet
1140857216	mynah 365mg tablet
1140857220	rifadin 300mg intravenous infusion
1140857222	rimactazid-300 tablets cp
1140857232	elyzol 500mg/100ml intravenous infusion
1140857234	elyzol 500mg suppository
1140857238	teflox 300mg tablet
1140857240	teflox 400mg tablet
1140857242	pimafucin 500mg/20ml suspension
1140857262	vira-a 1g/5ml injection
1140857272	foscarnet 24mg/ml intravenous infusion
1140857278	amodiaquine
1140857280	camoquin 200mg tablet
1140857284	malarivon 80mg/5ml syrup
1140857288	elyzol 1g suppository
1140857294	metrolyl 200mg tablet
1140857296	metrolyl 400mg tablet
1140857298	metrolyl 500mg/100ml intravenous infusion amp
1140857300	metrolyl 500mg/100ml intravenous infusion bag
1140857302	metrolyl 500mg suppository
1140857304	metrolyl 1g suppository
1140857306	nidazol 200mg tablet
1140857308	fasigyn 800mg/400ml intravenous infusion
1140857310	fasigyn 1.6g/800ml intravenous infusion
1140857326	enoxacin
1140857330	comprecin 200mg tablet
1140857336	temafloxacin
1140857346	nimorazole
1140857348	naxogin 500mg tablet
1140857352	atebrine
1140857356	antepar 500mg tablet
1140857360	ascalix 750mg/5ml syrup
1140857362	ascalix 4g/20ml syrup
1140857416	ascalix 4g/30ml syrup
1140857430	yomesan 500mg tablet
1140857434	alcopar 2.5g/sachet granules
1140857438	banocide 50mg tablet
1140857494	glibornuride
1140857496	glutril 25mg tablet
1140857500	glymidine
1140857502	gondafon 500mg tablet
1140857506	pramidex 500mg tablet
1140857508	glucotard 5g/sachet mini-tablet
1140857510	lejguar 90% granules
1140857518	eudemine 50mg tablet
1140857532	cortelan 25mg tablet
1140857534	oradexon 500micrograms tablet
1140857584	acetohexamide
1140857586	dimelor 500mg tablet
1140857590	libanil 2.5mg tablet
1140857612	delta-phoricol 5mg tablet
1140857614	deltalone 1mg tablet
1140857620	depo-provera 50mg/1ml injection
1140857628	gestone 10mg/1ml injection
1140857634	mixogen tablet
1140857636	prempak 0.625 tablet
1140857650	controvlar tablet
1140857656	methyltestosterone product
1140857666	plex hormone tablet
1140857668	virormone-oral 5mg tablet
1140857672	sintisone 5mg tablet
1140857678	econosone 1mg tablet
1140857690	oestradiol 25mg implant 36 week
1140857696	benztrone 1mg/1ml injection
1140857700	oestradiol 1mg/1ml injection
1140857704	ovestin 250micrograms tablet
1140857706	oestriol 250micrograms tablet
1140857708	quinestradol
1140857710	pentovis 250micrograms tablet
1140857714	quinestrol
1140857716	estrovis 4mg tablet
1140857736	virormone 10mg/1ml injection
1140857748	genotropin 12iu multidose injection
1140857750	somatropin 12iu injection
1140857756	di-sipidin 30iu capsule
1140857760	calcitonin and salcatonin
1140857770	trh 40mg tablet
1140857774	thyrotrophin product
1140857776	thytropar 10iu injection
1140857802	deca-durabolin 25mg/1ml syringe
1140857808	durabolin 25mg/1ml syringe
1140857838	somatrem
1140857840	somatonorm 4iu injection
1140857884	pimafucin 25mg vaginal tablet
1140857892	nystan triple pack
1140857894	nystavescent 100,000units pessary
1140857912	desogestrel
1140857918	lynoestrenol
1140857920	minilyn tablet
1140857932	hormofemin 0.025% cream
1140857974	gyno-daktarin 100mg tampon
1140857978	monistat 100mg pessary
1140857986	anovlar-21 tablet
1140857988	gynovalr-21 tablet
1140857990	minovlar tablet
1140858004	terodiline hydrochloride
1140858006	terolin 12.5mg tablet
1140858008	micturin 12.5mg tablet
1140858018	phenazopyridine hydrochloride
1140858020	pyridium 100mg tablet
1140858026	urisal 4g/sachet granules
1140858028	ammonium chloride mixture
1140858082	emepronium bromide
1140858084	cetiprin 100mg tablet
1140858096	phenylpropanolamine hydrochloride
1140858130	endoxana 10mg tablet
1140858202	emtexate 10mg tablet
1140858260	fe-cap 565mg capsule
1140858262	kelferon 225mg tablet
1140858274	ferromyn 100mg tablet
1140858276	ironorm 116mg/ml drops
1140858282	fe-cap folic capsule
1140858284	kelfolate tablet
1140858286	niferex 50mg tablet
1140858290	ironedetate na 27.5mg/5ml elixir
1140858294	bc-500 with iron tablet
1140858296	fe-cap c capsule
1140858298	feospan-z m/r capsule
1140858300	ferrograd-c filmtab
1140858302	ferromyn-s tablet
1140858304	fesovit m/r capsule
1140858306	fesovit-z m/r capsule
1140858308	galfer-vit capsule
1140858310	gastrovite tablet
1140858324	medroxyprogest 80mg/ml suspension 100ml
1140858332	sh-420 10mg tablet
1140858338	drostanolone propionate
1140858340	masteril 100mg/1ml injection
1140858348	noltam 10mg tablet
1140858358	galfer 290mg capsule
1140858360	meterfer 304mg tablet
1140858368	gevral tablet
1140858370	givitol capsule
1140858376	irofol-c m/r tablet
1140858378	ironorm capsule
1140858382	pregnavite forte f tablet
